channel,FIR_DC_weights
CPSHAM8Y,2.504640843632151
CPSHAM7Y,-2.180134734041003
CPSEXDARM,0.4808566062059107
CPSIXDARM,-0.40906394251655465
CPSEYDARM,-0.8064673223793252
CPSIYDARM,0.4617961253744053
