channel,FIR_DC_weights
CPSBSX,0.6735165211810987
CPSBSY,-1.3034445409938125
CPSEXDARM,1.6024320081767187
CPSEYDARM,2.0308076443219187
CPSIYDARM,-1.609050922210713
CPSIXDARM,-0.36424852137172636
