channel,FIR_DC_weights
CPSHAM4Y,1.2112042181072187
CPSHAM5Y,-1.6541180300182405
CPSBSX,0.005883393532556028
CPSBSY,-0.1581699239467287
CPSIXCOM,0.21283527002193317
CPSIYCOM,0.4239702997730472
