channel,FIR_DC_weights
CPSHAM2X,-1.7132672467314902
CPSHAM3X,1.1009530774486065
CPSBSX,0.1865302387886208
CPSBSY,-0.07283356787372232
CPSIXCOM,0.4317950363344003
CPSIYCOM,0.008048822577617038
